car_brand,car_name,year,km_driven,fuel,transmission,price,city
Toyota,Toyota Etios Cross1.2L G,2015,"70,000kms",Petrol,Manual,₹3.25 Lakh,noida
Audi,Audi A4Premium,2025,"3,000kms",Petrol,Automatic,₹37.50 Lakh,noida
Hyundai,Hyundai AlcazarPlatinum (O) AT,2021,"34,000kms",Petrol,Automatic,₹13.25 Lakh,noida
Mahindra,Mahindra XUV700AX7 7Str AT,2023,"12,000kms",Petrol,Automatic,₹19.50 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Maruti,Maruti SwiftZXI,2019,"87,000kms",Petrol,Manual,₹5.25 Lakh,noida
Mahindra,Mahindra XUV300W4 Diesel,2020,"12,000kms",Diesel,Manual,₹5.55 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLA Class200 d Sport,2017,"51,000kms",Diesel,Automatic,₹13.25 Lakh,noida
Honda,Honda CR-VDiesel 4WD,2019,"80,000kms",Diesel,Automatic,₹15.25 Lakh,noida
Tata,Tata SafariXZA Plus 6 Str AT BSVI,2022,"87,000kms",Diesel,Automatic,₹15 Lakh,noida
Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2018,"72,000kms",Petrol,Automatic,₹7 Lakh,noida
Hyundai,Hyundai VernaCRDi 1.6 SX,2018,"93,000kms",Diesel,Manual,₹7 Lakh,noida
MG,2024MG HectorSharp Pro CVT  -2025,2023,"15,000kms",Petrol,Automatic,₹18 Lakh,noida
