car_brand,car_name,year,km_driven,fuel,transmission,price,city
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Maruti,Maruti Grand VitaraZeta BSVI,2022,"41,090kms",Petrol,Manual,₹10 Lakh,new-delhi
Honda,Honda CityE,2013,"90,000kms",Petrol,Manual,₹2.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10 NiosAMT Sportz,2021,"44,148kms",Petrol,Automatic,₹5.65 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta,2025,"20,000kms",Petrol,Manual,₹10.50 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2022,"43,000kms",Petrol,Automatic,₹14.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Petrol Ambiente BSIV,2019,"68,000kms",Petrol,Manual,₹4.85 Lakh,new-delhi
Maruti,Maruti SwiftVXI,2013,"1,00,000kms",Petrol,Manual,₹2 Lakh,new-delhi
Hyundai,Hyundai i10Era,2011,"10,000kms",Petrol,Manual,₹1.50 Lakh,new-delhi
MG,MG HectorSharp Pro  -2025,2023,"36,000kms",Petrol,Manual,₹11.83 Lakh,new-delhi
Maruti,Maruti SwiftLXI Optional-O,2017,"55,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Tata,Tata NexonXZA Plus AMT,2023,"43,000kms",Petrol,Automatic,₹8.50 Lakh,new-delhi
Mercedes-Benz,Mercedes-Benz C-ClassC 200 CGI,2017,"38,000kms",Petrol,Automatic,₹21.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2017,"60,000kms",Diesel,Manual,₹4.50 Lakh,new-delhi
Toyota,Toyota GlanzaV,2023,"23,000kms",Petrol,Manual,₹7 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 VTVT S,2015,"40,000kms",Petrol,Manual,₹4.25 Lakh,new-delhi
Maruti,Maruti CelerioZXI,2016,"1,02,000kms",Petrol,Manual,₹2.90 Lakh,new-delhi
Hyundai,Hyundai Grand i10Magna,2017,"40,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Maruti,Maruti Grand VitaraZeta BSVI,2022,"41,090kms",Petrol,Manual,₹10 Lakh,new-delhi
Honda,Honda CityE,2013,"90,000kms",Petrol,Manual,₹2.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10 NiosAMT Sportz,2021,"44,148kms",Petrol,Automatic,₹5.65 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta,2025,"20,000kms",Petrol,Manual,₹10.50 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2022,"43,000kms",Petrol,Automatic,₹14.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Petrol Ambiente BSIV,2019,"68,000kms",Petrol,Manual,₹4.85 Lakh,new-delhi
Maruti,Maruti SwiftVXI,2013,"1,00,000kms",Petrol,Manual,₹2 Lakh,new-delhi
Hyundai,Hyundai i10Era,2011,"10,000kms",Petrol,Manual,₹1.50 Lakh,new-delhi
MG,MG HectorSharp Pro  -2025,2023,"36,000kms",Petrol,Manual,₹11.83 Lakh,new-delhi
Maruti,Maruti SwiftLXI Optional-O,2017,"55,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Tata,Tata NexonXZA Plus AMT,2023,"43,000kms",Petrol,Automatic,₹8.50 Lakh,new-delhi
Mercedes-Benz,Mercedes-Benz C-ClassC 200 CGI,2017,"38,000kms",Petrol,Automatic,₹21.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2017,"60,000kms",Diesel,Manual,₹4.50 Lakh,new-delhi
Toyota,Toyota GlanzaV,2023,"23,000kms",Petrol,Manual,₹7 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 VTVT S,2015,"40,000kms",Petrol,Manual,₹4.25 Lakh,new-delhi
Maruti,Maruti CelerioZXI,2016,"1,02,000kms",Petrol,Manual,₹2.90 Lakh,new-delhi
Hyundai,Hyundai Grand i10Magna,2017,"40,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Toyota,Toyota Innova Crysta2.7 GX MT BSIV,2017,"90,000kms",Petrol,Manual,₹11.25 Lakh,new-delhi
Kia,Kia CarnivalLimousine Plus,2023,"67,000kms",Diesel,Automatic,₹35 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 SX,2018,"80,000kms",Petrol,Manual,₹8 Lakh,new-delhi
Nissan,Nissan TerranoXL,2016,"56,000kms",Petrol,Manual,₹3.95 Lakh,new-delhi
Tata,Tata HexaXM,2017,"60,000kms",Diesel,Manual,₹7.25 Lakh,new-delhi
Maruti,Maruti Wagon R StingrayLXI,2016,"71,000kms",Petrol,Manual,₹2.99 Lakh,new-delhi
Jaguar,Jaguar XEPrestige,2017,"30,000kms",Petrol,Automatic,₹21 Lakh,new-delhi
Hyundai,Hyundai XcentVTVT Plus ABS,2016,"90,000kms",Petrol,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai Grand i101.2 CRDi Asta,2019,"40,900kms",Diesel,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai i10Magna 1.1L,2016,"78,000kms",Petrol,Manual,₹2.50 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta CNG 2 Airbag,2024,"40,000kms",CNG,Manual,₹12.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10Sportz,2015,"93,000kms",Petrol,Manual,₹3.20 Lakh,new-delhi
Hyundai,Hyundai i10Magna,2011,"30,000kms",Petrol,Manual,₹1.30 Lakh,new-delhi
Maruti,Maruti Wagon RCNG LXI Opt,2022,"70,000kms",CNG,Manual,₹5 Lakh,new-delhi
Maruti,Maruti Wagon RLXI BSII,2012,"48,000kms",Petrol,Manual,₹1.85 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaVDi,2020,"40,000kms",Diesel,Manual,₹5.50 Lakh,new-delhi
Hyundai,Hyundai i201.2 Spotz,2018,"70,000kms",Petrol,Manual,₹4.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,00,000kms",Diesel,Manual,₹6.50 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,"24,000kms",Petrol,Automatic,₹16.99 Lakh,new-delhi
Tata,Tata NexonPure S,2024,"20,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Toyota,Toyota Innova Crysta2.7 GX MT BSIV,2017,"90,000kms",Petrol,Manual,₹11.25 Lakh,new-delhi
Kia,Kia CarnivalLimousine Plus,2023,"67,000kms",Diesel,Automatic,₹35 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 SX,2018,"80,000kms",Petrol,Manual,₹8 Lakh,new-delhi
Nissan,Nissan TerranoXL,2016,"56,000kms",Petrol,Manual,₹3.95 Lakh,new-delhi
Tata,Tata HexaXM,2017,"60,000kms",Diesel,Manual,₹7.25 Lakh,new-delhi
Maruti,Maruti Wagon R StingrayLXI,2016,"71,000kms",Petrol,Manual,₹2.99 Lakh,new-delhi
Jaguar,Jaguar XEPrestige,2017,"30,000kms",Petrol,Automatic,₹21 Lakh,new-delhi
Hyundai,Hyundai XcentVTVT Plus ABS,2016,"90,000kms",Petrol,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai Grand i101.2 CRDi Asta,2019,"40,900kms",Diesel,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai i10Magna 1.1L,2016,"78,000kms",Petrol,Manual,₹2.50 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta CNG 2 Airbag,2024,"40,000kms",CNG,Manual,₹12.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10Sportz,2015,"93,000kms",Petrol,Manual,₹3.20 Lakh,new-delhi
Hyundai,Hyundai i10Magna,2011,"30,000kms",Petrol,Manual,₹1.30 Lakh,new-delhi
Maruti,Maruti Wagon RCNG LXI Opt,2022,"70,000kms",CNG,Manual,₹5 Lakh,new-delhi
Maruti,Maruti Wagon RLXI BSII,2012,"48,000kms",Petrol,Manual,₹1.85 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaVDi,2020,"40,000kms",Diesel,Manual,₹5.50 Lakh,new-delhi
Hyundai,Hyundai i201.2 Spotz,2018,"70,000kms",Petrol,Manual,₹4.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,00,000kms",Diesel,Manual,₹6.50 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,"24,000kms",Petrol,Automatic,₹16.99 Lakh,new-delhi
Tata,Tata NexonPure S,2024,"20,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Maruti,Maruti Grand VitaraZeta BSVI,2022,"41,090kms",Petrol,Manual,₹10 Lakh,new-delhi
Honda,Honda CityE,2013,"90,000kms",Petrol,Manual,₹2.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10 NiosAMT Sportz,2021,"44,148kms",Petrol,Automatic,₹5.65 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta,2025,"20,000kms",Petrol,Manual,₹10.50 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2022,"43,000kms",Petrol,Automatic,₹14.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Petrol Ambiente BSIV,2019,"68,000kms",Petrol,Manual,₹4.85 Lakh,new-delhi
Maruti,Maruti SwiftVXI,2013,"1,00,000kms",Petrol,Manual,₹2 Lakh,new-delhi
Hyundai,Hyundai i10Era,2011,"10,000kms",Petrol,Manual,₹1.50 Lakh,new-delhi
MG,MG HectorSharp Pro  -2025,2023,"36,000kms",Petrol,Manual,₹11.83 Lakh,new-delhi
Maruti,Maruti SwiftLXI Optional-O,2017,"55,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Tata,Tata NexonXZA Plus AMT,2023,"43,000kms",Petrol,Automatic,₹8.50 Lakh,new-delhi
Mercedes-Benz,Mercedes-Benz C-ClassC 200 CGI,2017,"38,000kms",Petrol,Automatic,₹21.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2017,"60,000kms",Diesel,Manual,₹4.50 Lakh,new-delhi
Toyota,Toyota GlanzaV,2023,"23,000kms",Petrol,Manual,₹7 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 VTVT S,2015,"40,000kms",Petrol,Manual,₹4.25 Lakh,new-delhi
Maruti,Maruti CelerioZXI,2016,"1,02,000kms",Petrol,Manual,₹2.90 Lakh,new-delhi
Hyundai,Hyundai Grand i10Magna,2017,"40,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Maruti,Maruti Grand VitaraZeta BSVI,2022,"41,090kms",Petrol,Manual,₹10 Lakh,new-delhi
Honda,Honda CityE,2013,"90,000kms",Petrol,Manual,₹2.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10 NiosAMT Sportz,2021,"44,148kms",Petrol,Automatic,₹5.65 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta,2025,"20,000kms",Petrol,Manual,₹10.50 Lakh,new-delhi
Kia,Kia SeltosGTX Plus DCT,2022,"43,000kms",Petrol,Automatic,₹14.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Petrol Ambiente BSIV,2019,"68,000kms",Petrol,Manual,₹4.85 Lakh,new-delhi
Maruti,Maruti SwiftVXI,2013,"1,00,000kms",Petrol,Manual,₹2 Lakh,new-delhi
Hyundai,Hyundai i10Era,2011,"10,000kms",Petrol,Manual,₹1.50 Lakh,new-delhi
MG,MG HectorSharp Pro  -2025,2023,"36,000kms",Petrol,Manual,₹11.83 Lakh,new-delhi
Maruti,Maruti SwiftLXI Optional-O,2017,"55,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Tata,Tata NexonXZA Plus AMT,2023,"43,000kms",Petrol,Automatic,₹8.50 Lakh,new-delhi
Mercedes-Benz,Mercedes-Benz C-ClassC 200 CGI,2017,"38,000kms",Petrol,Automatic,₹21.50 Lakh,new-delhi
Ford,Ford Ecosport1.5 Diesel Titanium BSIV,2017,"60,000kms",Diesel,Manual,₹4.50 Lakh,new-delhi
Toyota,Toyota GlanzaV,2023,"23,000kms",Petrol,Manual,₹7 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 VTVT S,2015,"40,000kms",Petrol,Manual,₹4.25 Lakh,new-delhi
Maruti,Maruti CelerioZXI,2016,"1,02,000kms",Petrol,Manual,₹2.90 Lakh,new-delhi
Hyundai,Hyundai Grand i10Magna,2017,"40,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Hyundai,Hyundai VenueS BSIV,2020,"48,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Kia,Kia SonetGravity,2024,"14,000kms",Petrol,Manual,₹8.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
Kia,Kia SeltosX-Line Diesel AT,2022,"1,00,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Maruti,Maruti SwiftZXI BSIV,2016,"90,000kms",Petrol,Manual,₹3.50 Lakh,new-delhi
Tata,Tata NexonXZ Plus DualTone Roof (O),2021,"47,000kms",Petrol,Manual,₹7 Lakh,new-delhi
Mercedes-Benz,Mercedes-Benz CLA200 CDI Sport,2017,"62,000kms",Diesel,Automatic,₹13 Lakh,new-delhi
Toyota,Toyota Innova Crysta2.7 GX MT BSIV,2017,"90,000kms",Petrol,Manual,₹11.25 Lakh,new-delhi
Tata,Tata HexaXM,2017,"60,000kms",Diesel,Manual,₹7.25 Lakh,new-delhi
Hyundai,Hyundai Grand i10Sportz,2015,"93,000kms",Petrol,Manual,₹3.20 Lakh,new-delhi
Hyundai,Hyundai i10Magna,2011,"30,000kms",Petrol,Manual,₹1.30 Lakh,new-delhi
Maruti,Maruti Wagon RCNG LXI Opt,2022,"70,000kms",CNG,Manual,₹5 Lakh,new-delhi
Maruti,Maruti Ciaz1.3 Zeta,2017,"79,000kms",Diesel,Manual,₹4.50 Lakh,new-delhi
Maruti,Maruti Wagon R StingrayVXI,2014,"80,000kms",Petrol,Manual,₹2 Lakh,new-delhi
Tata,Tata NexonPure S,2023,"30,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Maruti,Maruti Wagon RLXI BSII,2012,"48,000kms",Petrol,Manual,₹1.85 Lakh,new-delhi
Hyundai,Hyundai i10Magna 1.1L,2016,"78,000kms",Petrol,Manual,₹2.50 Lakh,new-delhi
Hyundai,Hyundai i20Sportz 1.2,2014,"74,000kms",Petrol,Manual,₹3.30 Lakh,new-delhi
Maruti,Maruti Wagon RAMT VXI,2017,"35,000kms",Petrol,Automatic,₹3.25 Lakh,new-delhi
Toyota,Toyota Innova Crysta2.7 GX MT BSIV,2017,"90,000kms",Petrol,Manual,₹11.25 Lakh,new-delhi
Kia,Kia CarnivalLimousine Plus,2023,"67,000kms",Diesel,Automatic,₹35 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 SX,2018,"80,000kms",Petrol,Manual,₹8 Lakh,new-delhi
